,meanRR,minRR,maxRR,sdRR,modeRR,nBB,meanBB,SDSDb,CVNNb,SDNNb,RMSSDb,medianBB,q20BB,q80BB,minBB,maxBB,meanTT,SDTT,medianTT,q20TT,q80TT,minTT,maxTT,meanBA,SDBA,medianBA,q20BA,q80BA,minBA,maxBA,meanBW,SDBW,medianBW,q20BW,q80BW,minBW,maxBW,max_rsp,min_rsp,mean_rsp,sd_rsp,ku_rsp,sk_rsp,median_rsp,q1_rsp,q3_rsp,q05_rsp,q95_rsp,totalpower_rsp,LF_rsp,HF_rsp,VLF_rsp,VHF_rsp,LF/HF_rsp,rLF_rsp,rHF_rsp,peakLF_rsp,peakHF_rsp,SD1_rrv,SD2_rrv,SD1SD2_rrv,apEn_rrv
i9t9_Stroop,12.111918820812566,6.4949123186836974,18.159806295399516,3.916175033414877,11.664893976715819,10.0,5556.2,2706.8472846140066,1922.2462797466926,0.3459641985073778,2777.9904007513537,5055.0,3827.2,7077.6,3304.0,9238.0,2613.2,941.5095113699065,2149.0,1887.6000000000001,3327.6,1527.0,4734.0,1.8158146322422946,0.4767640169167674,1.5881779065529171,1.4021453557283436,2.1319155803403347,1.30301316806896,2.897081836510108,13528.0,8655.995179380274,12797.0,4614.0,22506.0,284.0,28065.0,2.0710185478137544,-1.6239026985403666,4.073778351691241e-17,0.6292296787825463,0.5586056317871244,0.4638849351429851,0.003979772919046333,-0.4645490538189436,0.36833349719594655,-0.8262574228567187,1.165990887028443,205208.49736732713,196554.82440346546,8653.13325504716,0.0,0.5397088145045807,22.714873169070852,95.78323698857386,4.216763011426132,0.08,0.16,957.0150352934783,776.1110395291465,1.233090352475959,0.10536051565782678
i9t9_Video1,14.275077267211662,6.455777921239509,19.841269841269842,3.610621045452371,13.385491920030333,12.758620689655173,4582.486486486487,1976.2719384465686,1555.939025096223,0.3395403411847708,1976.8806798140909,3902.0,3543.6,5522.8,3024.0,9294.0,2345.4,814.8923224223291,1882.0,1791.8,3204.0000000000005,1586.0,4119.0,1.358047907048278,0.789857031307899,1.1039963034742095,0.9867275508715623,1.3004655228784077,0.8569694599075471,4.075513146403013,46369.55405405405,23615.88948381879,48276.5,23422.0,69351.8,1510.0,86286.0,3.4138974348976383,-3.130074158592194,-3.969238730797801e-17,0.7124697462701421,7.158098113042174,0.6323460854183195,-0.01751753879542268,-0.272886594335879,0.26084434899335684,-1.0217050655889153,0.7245149094255905,329799.298338711,241799.5182523241,87996.7937186277,0.0,2.9863677592355793,2.7478219152561976,73.31783572935213,26.682164270647874,0.0703125,0.1640625,698.7176445721259,862.995387122344,0.8096423862727681,0.003715088043480197
i9t9_Video2,14.049529900370242,6.321112515802781,19.5822454308094,4.462549178668357,13.26113291500662,11.694915254237289,4873.913043478261,2333.701853031568,1969.755798438487,0.4041425813031686,2338.6762767156824,3828.0,3320.4,6419.200000000001,3064.0,9492.0,2412.875,943.536402428827,1907.5,1666.6,3195.000000000001,1558.0,4667.0,1.691252214639708,0.47982590024061617,1.4918411168204702,1.3740802435590624,1.955748617340181,1.2128221937658534,3.327851468390064,31767.755102040817,16061.288625367888,32216.0,17673.600000000002,46590.40000000001,132.0,58041.0,2.5765653258514454,-1.3133600303581876,4.6245493310487876e-17,0.6347087445871631,0.8394547265860259,0.6796935508646171,-0.06063153248091241,-0.49130412278421254,0.4289483481592415,-0.9112037042944044,1.0758079630910196,154102.96756179316,119388.28030847307,34713.366106308866,0.0,1.3211470112420818,3.4392596771759116,77.47372145987725,22.526278540122753,0.0703125,0.1875,825.0882027731167,1131.6138976831946,0.7291251940810888,0.02982211049924377
iqyg_Baseline,14.651156337025592,9.671179883945841,19.23076923076923,3.032621480589279,9.559589346823389,12.0,4285.833333333333,1305.306752839448,938.3281083335877,0.2189371436905124,1308.0772843445382,4189.0,3370.4000000000005,5108.400000000001,3120.0,6204.0,2174.75,506.132578975114,1932.5,1769.6,2540.6,1613.0,3188.0,1.4126987667888533,0.4275428571203534,1.5076671811111084,1.0526717219421584,1.7494221083919237,0.8103826624137994,2.12484436536565,14359.692307692309,7940.04364824871,14718.0,5981.0,22314.0,788.0,27826.0,1.4727520926871287,-1.3613522733499455,2.3684757858670008e-17,0.5675862994802688,0.08640097378052669,0.1738222814451861,-0.02783965367218025,-0.3099739156507972,0.33519180789003133,-1.0182574807777562,0.9974338457548554,74250.86659818939,65873.6150051681,8376.871937781962,0.0,0.37965523931164724,7.863748603826717,88.71809158070803,11.28190841929196,0.09022556390977444,0.1804511278195489,461.4956282306832,497.7357658054958,0.9271900070991193,0.08701137698962969
iqyg_Breathing,11.538785820713688,6.08149199270221,15.251652262328419,2.469027397445196,9.170160269626209,10.333333333333334,5508.451612903225,2209.4612364908226,1496.3213998100998,0.27164101728788076,2210.231149299397,4964.0,4314.0,6338.0,3934.0,9866.0,2656.181818181818,644.2139892239578,2429.0,2255.4,2999.8,1945.0,5030.0,1.7227359642298778,0.30642541387288996,1.75799167257823,1.430776694946462,1.9267577910698417,1.0437075455641438,2.4132281730799883,44815.69696969697,25709.055479845,44463.5,17332.0,70888.0,865.0,88519.0,1.6078309072073147,-1.8590648042299527,2.5263741715914674e-18,0.648747894244975,-0.6666380040631403,0.034108991833390175,-0.06515876079469655,-0.478703890116563,0.5204778534164972,-1.0185983290746912,1.0389983781780512,211779.7383428043,178082.8488867683,33693.70396232404,0.0,3.185493711969183,5.285344973823559,84.08997431064358,15.910025689356408,0.09375,0.1640625,781.1625115457374,730.3211276174641,1.069615107663849,0.05964581556955917
iqyg_Counting1,9.977415881193341,6.112469437652812,14.932802389248382,3.2624781040573687,8.82033295159557,8.0,6685.75,2847.769452947843,2108.1798873672997,0.315324367104259,2875.170752693283,6616.0,4438.0,8821.6,4018.0,9816.0,2791.7,743.1375444693936,2872.5,1999.6,3086.2,1946.0,4543.0,1.7625349374686128,0.32593943359640554,1.6273986274935508,1.4917180148873337,2.053500704742815,1.305707772002298,2.3034600455039405,13976.95,8501.783539205171,12794.5,6611.200000000001,22533.4,65.0,28923.0,1.5927444256508252,-1.6395866455350334,-1.8947806286936004e-17,0.5849303088945389,0.38966922190966136,0.26462091969278406,-0.06414527187285154,-0.327404387639196,0.31285204751935947,-0.7883474566546151,1.1381490753683199,177709.40310754278,177253.23108685118,455.91313966893705,0.0,0.25888102266273966,388.7872835066001,99.74344981421564,0.25655018578436195,0.09448818897637797,0.18897637795275593,1006.8385457176622,1123.164834250948,0.8964299050451797,0.1335313926245223
iqyg_Counting2,11.664293381500084,7.304601899196494,16.216216216216218,2.8375306563539615,8.911614317019723,10.0,5462.8,1396.0894944605843,1353.525234341791,0.2477713323463775,1408.5724846256385,5147.0,4400.8,6557.6,3700.0,8214.0,2633.181818181818,659.0469452421867,2832.0,1964.0,3232.0,1738.0,3560.0,1.5547835704056028,0.4003100044346044,1.5182849238003167,1.189085093001128,1.8074070789786107,1.1260263049364512,2.329079935128998,15449.478260869566,8509.14177897776,15401.0,7713.200000000001,23783.4,425.0,29390.0,1.6641124993200416,-1.208403480035887,-3.789561257387201e-18,0.5501343893396241,0.2834019775056804,0.5135133043781109,-0.08117862735881476,-0.3492858124613803,0.33581362093630335,-0.8451923767528314,0.9927310732040081,84925.43084753068,77698.11204840991,7226.969427698942,0.0,0.349371421815334,10.751133352054167,91.49018252077622,8.509817479223774,0.08955223880597016,0.17910447761194032,493.59217433818907,710.9117776176981,0.694308618704056,0.10536051565782678
iqyg_Counting3,11.629687963884498,7.050528789659224,17.56440281030445,3.341905332182542,10.513874020645225,9.0,5592.0,2389.884607569997,1569.0515181684336,0.2805886119757571,2393.96710503716,5202.0,4324.8,6847.6,3416.0,8510.0,2574.909090909091,869.9167624282907,2057.0,1938.0,3374.0,1653.0,4155.0,1.8564766554870213,0.34290614396734675,1.8243374626535407,1.7380951624279164,2.0648265693406627,1.06799458839125,2.460016549902893,15468.90909090909,8353.194113680493,15800.5,7019.6,22967.4,477.0,28801.0,1.7446654445213818,-1.0795837417150784,-1.5158245029548805e-17,0.6221745672179612,-0.4004380476336844,0.7096341739504024,-0.14884108363387696,-0.4842840510643943,0.3613811727175091,-0.7735108195312209,1.1774629339855172,343855.1750386802,276467.8553439491,67379.65913765716,0.0,7.660557073967443,4.103135261921156,80.40420352049351,19.59579647950649,0.140625,0.1875,844.951806133048,802.7552504889021,1.0525646585537085,0.11778303565638337
iqyg_Math,10.07000517634901,5.374417771408098,18.38235294117647,3.996620915458098,13.007935169768373,7.0,6805.428571428572,2753.4956368627536,2323.578450650318,0.3414301430486633,2817.9671159661652,6860.0,5014.8,7779.200000000001,3264.0,11164.0,3068.8888888888887,968.9160546650336,3276.0,2139.0,4008.2,1539.0,4430.0,1.6916250421624355,0.6020167192805139,1.729524078389061,1.1474292715424013,2.072462774582502,0.7790935458632081,2.7140827843523736,16220.333333333334,8320.665237828043,16817.5,7788.8,24539.0,1405.0,29025.0,2.086970766019743,-1.0331338689931118,-8.526512829121201e-18,0.5911667624018736,0.9807490299317414,1.0185479440857856,-0.11437611536412987,-0.3918752333129615,0.19139103867580748,-0.7931905309866628,1.188172185793068,456325.1850269097,440019.54282196955,16304.9780639332,0.0,0.6641410069188949,26.986822128592607,96.42688978618135,3.573110213818648,0.05128205128205128,0.15384615384615385,973.5077183966122,1261.7042706857526,0.7715815354001284,0.15415067982725872
iqyg_Reading,12.813812552126038,7.716049382716049,18.975332068311197,3.7595402083024063,11.259282685595148,9.0,5132.888888888889,2297.9226352294804,1582.2150748902238,0.3082504042343929,2307.6582285945206,4728.0,3682.4,6628.0,3162.0,7776.0,2724.6666666666665,981.9214723071177,2008.0,1951.0,3543.0,1808.0,4593.0,1.5456072181857197,0.3304063446126308,1.5724986139737709,1.1870533282991649,1.7848565396715879,0.9743414433878805,2.101016586280678,14944.35,7843.390085129006,15739.5,7228.6,23101.600000000002,1335.0,26908.0,1.3589094500965202,-1.679016382143418,9.473903143468003e-19,0.5644480934907633,0.19980449218356577,-0.19691487018888282,-0.03193966628753249,-0.32839887412750735,0.3784965049004871,-0.9776559127783818,0.8813928917846086,591009.300910414,458435.54920095816,132570.66710401053,0.0,3.084605445282279,3.4580466344133645,77.56865098088885,22.431349019111153,0.05128205128205128,0.15384615384615385,812.4383390064133,824.4219518471715,0.9854642239766808,0.11778303565638337
iqyg_Relax,14.151218138184543,7.15307582260372,19.828155981493722,4.235660486613649,12.675080158890003,12.4,4706.5161290322585,2384.3184062163805,1615.3941668385407,0.3432250357911116,2388.6187640559133,4138.0,3178.0,5802.0,3026.0,8388.0,2278.4375,755.0198647014196,2012.5,1581.8000000000002,2837.2000000000003,1512.0,4102.0,1.6389026413352195,0.3901129538792168,1.5304561433033417,1.3676170227968156,1.9674621276486024,1.1348360961076238,2.791753068533885,40910.47692307692,21730.908767225254,42660.0,18884.4,63473.2,718.0,74412.0,1.992190335954641,-1.6840825272255842,-2.0842586915629606e-17,0.6003661032578781,0.19154188401641026,0.1939473208707322,-0.012793986026222047,-0.4245542792190325,0.40686054832354623,-0.926120343175211,1.0052619955344717,495908.8274670775,343725.39082192926,152174.82603543156,0.0,8.610609716741589,2.258753302217662,69.31341813080863,30.68658186919137,0.09375,0.1640625,842.9838567717519,740.1393716351295,1.1389528635794857,0.01872609539331771
iqyg_Speaking,12.653027039505199,6.544502617801047,19.35483870967742,4.467422738027,12.810336091876373,9.0,5496.222222222223,2460.8631488768324,2229.0337606624175,0.40555743027456753,2534.91922948247,4658.0,3582.8,7840.800000000001,3100.0,9168.0,2815.2,1248.1541411220012,2313.5,1755.8000000000002,3601.2000000000003,1603.0,5471.0,1.0367573665144723,0.3107405938484233,0.9509839791736183,0.770290876582525,1.2940034307684551,0.7074818936759216,1.7053543347614015,14026.190476190477,8649.180118694694,12532.0,5881.0,23174.0,737.0,28889.0,1.2016584378959114,-1.1112118316167279,2.9842794901924206e-17,0.37415968543822037,1.0360981280706394,0.3555007109688166,-0.015161828863597928,-0.23111273687194012,0.19731194599956908,-0.5532470765687004,0.7382008905404059,322248.70464612544,319621.5676941841,2626.484473018342,0.0,0.6524789230493161,121.69177886929468,99.1849494650613,0.8150505349387056,0.09230769230769231,0.18461538461538463,870.0465100714442,1234.4785557827645,0.7047886785848303,0.11778303565638337
iqyg_Stroop,13.560683135723108,8.275862068965518,17.24137931034483,2.887458041557172,8.965517241379311,12.0,4676.833333333333,1472.6301427004958,1204.9900299264812,0.25765083851462484,1483.0024826804452,4252.0,3703.6000000000004,5939.600000000001,3480.0,7250.0,2320.9166666666665,706.5389182879848,2119.0,1807.2,2964.000000000001,1550.0,3919.0,1.416867244051841,0.4001737016107017,1.270489142184815,1.0507500379059969,1.6564241190671531,0.9175560845684448,2.346380719232612,15007.192307692309,8658.663354028864,15324.0,6739.0,23857.0,322.0,29289.0,1.6391878656487853,-1.4519464280283967,-4.926429634603361e-17,0.5522621692307115,0.2946119533606666,0.13585697342540148,0.017523157728125325,-0.38313280143656947,0.3090801279107061,-0.9147975268528998,0.9262416933622716,23465.381887953612,7247.111793313693,16216.99711959176,0.0,1.2729750481580207,0.4468837072529571,30.885945084101284,69.11405491589872,0.1208053691275168,0.16107382550335572,520.6533800416169,667.0145462871687,0.7805727520332979,0.08701137698962969
iqyg_Video1,11.655015213997206,6.490696668109043,18.92744479495268,3.587155878986156,12.436748126843638,10.344827586206897,5657.133333333333,2403.5964966911697,1732.669746053439,0.30628052123928,2403.996672210675,5409.0,4128.400000000001,7873.6,3170.0,9244.0,2925.9310344827586,933.0763701247271,2757.0,2164.8,3731.4,1510.0,5122.0,1.004343956600714,0.40239608632277296,0.9938886366351393,0.7563357014206982,1.1065935488260028,0.6925282087824078,3.010539852021942,42120.16393442623,25316.341052786327,38689.0,17560.0,67425.0,281.0,85900.0,2.4993684959190716,-2.9064930745769204,2.6134905223360007e-18,0.42214099322461895,13.05516616844455,-0.1252095972840351,-0.0011567782932398968,-0.19949759223522529,0.20076686834248997,-0.48983550089896455,0.49708352729196575,181489.7706825582,88247.14881441566,93239.50926044153,0.0,3.112607701019701,0.946456598864319,48.62459298689419,51.3754070131058,0.140625,0.1640625,849.7996910232775,905.957211180469,0.9380130546297901,0.04302360051827092
iqyg_Video2,12.689717437142003,7.434944237918216,19.62066710268149,3.9603341816231694,12.185722864763274,10.677966101694915,5202.571428571428,2093.288360451087,1570.5380507034788,0.3018772682443943,2095.5438434926623,5508.0,3532.0,5986.0,3058.0,8070.0,2713.6,851.6390315151133,2779.0,1780.0,3007.6000000000004,1561.0,4672.0,1.422935961899084,0.4166221382940834,1.2832842380583651,1.1146947076196887,1.700317592962599,0.9634469206891036,2.5870691538645634,29263.093023255813,15786.081253439177,27791.0,13721.400000000001,45131.2,1574.0,57890.0,1.8584402277123533,-2.1391386373941113,9.634477773018307e-19,0.5619145568765473,2.1998024895458173,-0.46890694961717244,0.014288159236100217,-0.2754073011356563,0.32331801793263804,-0.9609175244985485,0.8833981876658493,161154.66513372157,139313.18171833258,21838.710793438713,0.0,2.7726219502896146,6.379185247518743,86.44836839763236,13.551631602367632,0.0703125,0.1640625,740.0891973269167,843.8729140101605,0.8770149924707809,0.0799421411068777
j1u8_Baseline,10.037964075722286,6.166495375128469,18.404907975460123,3.779326630493022,12.238412600331653,8.0,6669.75,2966.540072205329,1931.6287007341757,0.28961036031847903,2988.063587007479,7222.0,5010.4,7832.8,3260.0,9730.0,2767.0,674.025073717588,3000.5,2357.0,3222.2,1511.0,3541.0,1.7132006872735313,0.5842688699629167,1.6687083612286397,1.3051533272558573,1.8428924842627734,1.147309411094856,3.181659579571811,15451.55,8532.34813796882,16365.0,7039.200000000001,23018.0,623.0,29237.0,2.38284155172099,-1.6104924280283008,-2.842170943040401e-17,0.6386220545226974,1.8677867173736429,0.4153911011184911,0.039159855668141126,-0.36222908855031555,0.3254796821551238,-1.1421562623749577,0.8914222113177961,113869.82500052343,78939.81555752215,34927.0966208331,0.0,2.9128221681922133,2.2601310499549685,69.3263864342566,30.673613565743402,0.14400000000000002,0.192,1048.8303008590092,798.2947770218769,1.3138383602756134,0.1335313926245223
j1u8_Breathing,9.918436191959822,4.926108374384237,18.844221105527637,2.8668422674245897,13.9181127311434,8.666666666666666,6552.0,2509.8473120092385,1904.6017148757617,0.29069012742304057,2509.8533821719548,6226.0,5236.0,7632.0,3184.0,12180.0,2922.137931034483,775.385008888818,2847.0,2267.8,3409.6000000000004,1531.0,4911.0,2.220194368924284,0.6625116635295845,2.2107025900599337,1.7161075008048368,2.8025342614294533,1.1643048205885516,3.4177381206635817,45576.61403508772,25619.641521215563,46466.0,20786.0,71276.20000000001,2053.0,88199.0,2.4557916425948823,-1.6188811628392936,1.1368683772161604e-17,0.7978269388055337,0.21696348395748766,0.6122027587972203,-0.044551709577619926,-0.6040443444090987,0.4399126379994788,-1.1118119699200513,1.474209255662278,530891.2884467116,523890.3342920869,6999.57832457501,0.0,1.3758300497639349,74.84598500066012,98.68153864704732,1.318461352952693,0.0703125,0.1640625,887.3650270322805,1047.6450070515298,0.847009264645533,0.031038511229890986
j1u8_Counting1,10.09763133509972,6.581834137779728,13.630168105406634,2.5275251058299992,7.048333967626906,8.0,6334.5,3111.6069212953394,1597.7264315269995,0.2522261317431525,3117.630968723344,6335.0,4646.4,7617.200000000001,4402.0,9116.0,2956.5,641.4549867293886,3154.0,2217.0,3458.7999999999997,2100.0,3888.0,2.260566937302752,0.5174481989521902,2.3833847872673326,1.845659145833702,2.7372338052067136,1.3305477433825064,2.9115668278029982,16568.277777777777,7969.866134422666,16492.5,9188.2,24662.800000000003,2804.0,29135.0,1.8005817443206162,-1.469647960259278,4.926429634603361e-17,0.7254124451367024,-0.27661846298074355,0.24250175774925725,0.0020947759262526485,-0.5226788550597425,0.4650179760746534,-1.1765798493033766,1.3875538737962863,229209.32116943976,194174.90719679536,35028.190657724575,0.0,6.223314919830919,5.5433895828123525,84.71740086167696,15.28259913832304,0.14516129032258066,0.19354838709677422,1100.119177217465,442.0778396691363,2.488519166762183,0.1335313926245223
j1u8_Counting2,11.972444272093473,6.537371976465461,16.685205784204673,3.63549758384866,10.147833807739211,10.0,5557.8,2613.2208781549043,1866.399410629997,0.33581622415883927,2624.259302906039,5290.0,3663.2,6988.8,3596.0,9178.0,2519.6363636363635,688.6273926808411,2498.0,1766.0,3016.0,1534.0,3600.0,1.6120863662930736,0.34247130976930734,1.4835495922485145,1.3720414670117913,1.9865907302105577,1.1503726648109245,2.341918150374253,14756.695652173914,8711.40998638284,14162.0,5935.400000000001,23392.600000000006,526.0,29231.0,1.48572755974618,-1.4775075797325825,5.115907697472721e-17,0.6215781857546222,-0.48812557212739094,-0.16632411774168246,0.06451815953809195,-0.4465912925383234,0.4614006580261504,-1.011508354482057,1.0500882085536418,315821.61037194874,250213.53529041642,65607.23450000805,0.0,0.8405815242391506,3.8138101262351745,79.22643449208728,20.773565507912718,0.08,0.16,923.9131018407987,980.6044684054781,0.9421873258880179,0.10536051565782678
j1u8_Counting3,10.805500622621413,7.156488549618321,15.535991714137753,2.3654969805851787,8.37950316451943,9.0,5812.0,2313.221117295102,1229.6301160195378,0.21156746662414622,2313.8224867089525,5880.0,4882.8,6353.200000000001,3862.0,8384.0,2786.222222222222,802.0880774270474,2462.0,2068.4,3648.0,1999.0,4260.0,2.0949511353978054,0.5374892055985765,2.0774583162234066,1.5762959041301583,2.409404669515817,1.2901976421838357,3.2650117471160574,15679.25,8286.23032430912,16687.5,7447.200000000001,24111.4,1603.0,28837.0,2.20959942742106,-1.8501710077763716,-1.5158245029548805e-17,0.7189624896741775,0.2643202818078332,0.13939790133448826,0.0347867475599627,-0.47796502737777624,0.4127042187963145,-1.191137996460102,1.2166756663712688,385608.6131169322,296400.5549982183,89203.09695210565,0.0,4.961166608274708,3.3227608135327382,76.86663585758846,23.133364142411544,0.13533834586466167,0.1804511278195489,817.8471692116443,421.13662235372027,1.9419996404984217,0.11778303565638337
j1u8_Math,9.576000652994068,6.437768240343348,12.155591572123177,1.9237643776681361,5.717823331779829,8.0,6566.0,2643.000768298127,1515.911277087152,0.23087287192920378,2644.344369188163,6032.0,5359.2,7922.000000000001,4936.0,9320.0,2844.0,830.6753878621901,2641.0,2084.4,3314.8,1959.0,4368.0,2.059009649756356,0.5142319933802993,2.002948984372517,1.5593771847647866,2.64814335819887,1.4212139722398314,2.8369029346789523,14932.75,9003.579132072979,15806.0,5564.8,24528.2,607.0,29047.0,1.907226930952679,-1.8602928117251798,-1.8947806286936004e-17,0.7107904464566243,0.277179136637288,0.1911305338420519,-0.03006057665173384,-0.4013203084345264,0.4176152319108243,-1.2045388467959213,1.3458764902703446,178408.59511671436,151342.6484151976,27062.735391114664,0.0,3.2113104021237016,5.592289405633658,84.83076305561742,15.169236944382586,0.1323529411764706,0.17647058823529413,934.4418829724302,536.0615255580962,1.7431616305601831,0.1335313926245223
j1u8_Reading,14.428089090154295,9.442870632672332,18.879798615481434,3.069534979977162,9.436927982809102,11.0,4370.363636363636,1717.8768407543073,1017.394825721538,0.23279409000576026,1718.0529677515767,4128.0,3518.0,4982.0,3178.0,6354.0,2700.222222222222,935.7523150180974,2396.0,1874.4,3554.0000000000005,1561.0,4276.0,1.7278158912335686,0.36489806049783896,1.736535552225412,1.3708152176727,1.9817853561038108,1.1056685677933151,2.3912578866718794,13860.59090909091,7825.6881002079,14150.0,5511.400000000001,20760.2,1311.0,26738.0,1.484698205641295,-1.6481444047542757,-3.789561257387201e-18,0.5906089742494625,0.17563683117688633,-0.17200258773412017,0.0013692692028861265,-0.37298354481588736,0.3598910384556335,-0.9956796573399593,0.9753134890848759,137453.10089493636,100174.57999399534,37273.42211767129,0.0,5.0987832697183055,2.6875605807737917,72.88180144852939,27.118198551470623,0.09523809523809523,0.23809523809523808,607.3611816703467,438.45073269410784,1.3852438515459886,0.09531017980432521
j1u8_Relax,10.683156119332834,3.5285815102328866,19.49317738791423,3.816577747758944,15.964595877681344,8.4,6681.619047619048,4957.562323360141,3471.6086908657103,0.5195759689566253,4958.3992779928485,6268.0,4106.0,6928.0,3078.0,17004.0,3235.181818181818,1499.6620721277552,2972.5,2285.6,3549.8,1706.0,8981.0,1.8595395003969981,0.44545743817321753,1.7942391273087428,1.4718478805667512,2.201796320292324,1.0806544334664197,3.0323554030295936,38231.28888888889,20765.045200070905,35930.0,21434.6,59541.8,1153.0,73382.0,2.167025613757559,-3.243804750320683,-2.3779496890104686e-17,0.6733396947976813,2.772135796358862,-0.33856172946688073,-0.006584135726864608,-0.3726330498668242,0.37477174048833584,-0.9763641291966504,1.132860103206858,1399926.6172888733,1376536.0945280283,23388.937125037584,0.0,1.585635807267007,58.854153447377584,98.32927216842323,1.6707278315767633,0.0703125,0.1640625,1752.7629685014456,1785.30473974333,0.9817724276884164,0.15897034729492976
j1u8_Speaking,11.70306406501499,8.957897879964168,15.19756838905775,2.3114001421611756,6.239670509093582,9.0,5323.333333333333,1402.4288752018763,1003.042925856671,0.18842384330432144,1402.8054034683498,5690.0,4184.0,6252.4,3948.0,6698.0,2909.0,695.9188969349167,2897.0,2336.4,3273.4,1868.0,4319.0,1.7381150518689181,0.5365956937523061,1.652270768223825,1.2140618699093395,2.027006370918846,1.1817969262066983,3.050382525486545,14327.7,8079.296083818193,14415.5,5659.6,22049.800000000003,1886.0,29115.0,2.209732230783653,-2.774036120529605,-1.8947806286936006e-18,0.6731932828635,3.5619698471226,-0.5374357493306793,-0.012707002482054227,-0.2803593166801337,0.3280834515781659,-0.8566684882778839,1.0434842978859884,20341.739313169655,16065.065335943136,4275.8049182302075,0.0,0.869058996313088,3.757202595340249,78.97924294879695,21.020757051203056,0.09523809523809523,0.19047619047619047,495.8334838935345,472.6572489658864,1.049033914064271,0.11778303565638337
j1u8_Stroop,11.14654453741526,3.137090871065565,15.92356687898089,3.6913297286576245,12.786476007915326,8.0,6808.75,7168.505380325462,4735.121005581589,0.6954464484055941,7170.487132286461,5085.0,4338.0,6343.200000000001,3768.0,19126.0,3003.1111111111113,1643.073640362574,2232.0,2034.8000000000002,3301.2,1797.0,7382.0,1.9068996165265562,0.5115346896134793,1.6015153417046109,1.5394822588658275,2.3436654942115878,1.4609935710515187,2.9739708748852642,16784.21052631579,9300.67255960244,18779.0,6207.4,25693.2,857.0,29051.0,2.067506436480668,-2.600200616594327,3.789561257387201e-18,0.6963782445148926,2.2836358605862426,-0.34988350561157494,-0.029959260158096447,-0.3036506659763065,0.38227277099480905,-1.174187493308664,1.2404337636933935,3952866.1793807335,3865915.0308938134,86937.85622426911,0.0,13.292262650995744,44.467567970863136,97.8006301092664,2.199369890733605,0.08391608391608392,0.16783216783216784,2534.4493827001925,2422.8210661060684,1.0460736940733026,0.1335313926245223
j1u8_Video2,12.155252614569365,4.923682914820286,14.402304368698992,2.5361514970491292,9.478621453878706,10.677966101694915,5327.428571428572,3028.6519839691055,1954.2445275526263,0.3668269787854871,3029.315500240937,4476.0,4330.0,5762.0,4166.0,12186.0,2545.409090909091,901.0197585912867,2203.0,2142.0,2459.4,2064.0,6178.0,2.417117624386598,0.36079086004772404,2.429481326196658,2.227336941857326,2.7486151782545383,1.4304625386976253,2.9046439670232966,28439.62222222222,16212.971309402423,27739.0,11839.6,44129.6,653.0,57684.0,1.7952816263667482,-2.1163539650005965,9.634477773018308e-18,0.8379513546830806,-0.7488535690488844,0.12906528023095634,-0.052416479626093006,-0.6325549516937858,0.6373881030622981,-1.2492174266171223,1.395277740311989,188093.8644049577,174416.16836397952,13676.202259896954,0.0,1.49378108122454,12.75326037517185,92.72899681441895,7.271003185581039,0.0703125,0.1640625,1070.7901778593225,920.2313133120388,1.1636098037192428,0.01784925335549037
j9h8_Baseline,10.634150662144213,5.819592628516004,15.781167806417676,3.5877372405579866,9.961575177901672,8.0,6376.25,3505.0265712696278,2262.217813894144,0.35478812999712117,3557.5646565753777,5865.0,4271.6,8399.600000000002,3802.0,10310.0,2531.7272727272725,592.4442575864057,2348.0,2066.0,3139.0,1696.0,3507.0,1.118669883867026,0.2605713752452821,1.0310725457224137,0.9018102534341468,1.3196639253876319,0.8098039546750899,1.6129993880672058,14305.380952380952,8675.824404226409,13871.0,6105.0,23549.0,285.0,28134.0,1.0945078340041179,-1.0941375976516985,-4.736951571734001e-18,0.40018087274907954,0.3809606115362918,0.010586926869913617,-0.003829907240454326,-0.21121308402724903,0.24626082046321485,-0.6883925820462863,0.6844766759363705,606235.2822543116,557562.3546109615,48670.85931298718,0.0,2.068330362962394,11.45577379321477,91.97159472705945,8.028405272940537,0.05,0.15000000000000002,1239.2140283918936,990.6925736625888,1.2508562810867971,0.1335313926245223
j9h8_Breathing,6.411456253920677,5.3985963649451145,8.22143052891203,0.7513833002178719,2.822834163966916,6.0,9479.111111111111,1169.0567338922538,1039.4868867159032,0.10966079778276361,1169.1183203845637,9376.0,8929.2,10411.2,7298.0,11114.0,4034.090909090909,1006.9242053759065,4282.5,2820.4,4879.0,2126.0,5655.0,1.8975981974600094,0.19005666670772148,1.8518002797156452,1.73070927262862,2.090119654031318,1.5855433014736708,2.2653229408733533,44407.166666666664,26456.184175706236,45149.5,16863.400000000005,70702.8,265.0,89015.0,1.5072246579169926,-1.3769404966077803,-7.579122514774402e-18,0.6307168618065816,-0.7185049778421089,0.4073702681714368,-0.12295422124512806,-0.4927304039909437,0.49144409179798004,-0.8820542879938372,1.1136867040178393,47398.39332572832,47335.79838873189,62.578591434050395,0.0,0.01634556237397583,756.4216020844381,99.86797313448045,0.13202686551954443,0.0703125,0.1640625,413.32397206350487,609.8301085102921,0.6777690479618705,0.051229928201227626
